REF	TIMESTAMP	SOURCE	PATH	TYPE	SIZE	MTIME	SHA256	STATUS
GSOS-ARC-20260812-002629-0001	2026-08-12T00:26:28+0100	CHATGPT	/data/data/com.termux/files/home/sos-observer/gsos/knowledge/conversations/chatgpt/2026/2026-07/INDEX.md		0	2026-08-01 22:40:32	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
CAPTURED							
GSOS-ARC-20260812-002629-0002	2026-08-12T00:26:28+0100	CHATGPT	/data/data/com.termux/files/home/sos-observer/gsos/knowledge/conversations/chatgpt/2026/2026-07/METADATA.json		0	2026-08-01 22:40:32	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
CAPTURED							
GSOS-ARC-20260812-002630-0001	2026-08-12T00:26:28+0100	GITHUB_LOCAL_METADATA	/data/data/com.termux/files/home/sos-observer/gsos/archive/sources/github/GITHUB_REPOSITORY_METADATA.txt		5661	2026-08-12 00:26:29	5a2d47487a45a51e53ef61bfe760c0fc193781945f5d1da997ba826f1027a276
CAPTURED							
GSOS-ARC-20260812-002630-0002	2026-08-12T00:26:28+0100	GITHUB_COMMIT_HISTORY	/data/data/com.termux/files/home/sos-observer/gsos/archive/sources/github/GITHUB_COMMIT_HISTORY.tsv		20453	2026-08-12 00:26:30	f26a78632a35d25d4b9af87ba4267198c9c19ee9da0ff9e5413df2fc1006b4da
CAPTURED							
GSOS-ARC-20260812-002743-0001	2026-08-12T00:27:42+0100	CHATGPT	/data/data/com.termux/files/home/sos-observer/gsos/knowledge/conversations/chatgpt/2026/2026-07/INDEX.md		0	2026-08-01 22:40:32	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
CAPTURED							
GSOS-ARC-20260812-002743-0002	2026-08-12T00:27:42+0100	CHATGPT	/data/data/com.termux/files/home/sos-observer/gsos/knowledge/conversations/chatgpt/2026/2026-07/METADATA.json		0	2026-08-01 22:40:32	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
CAPTURED							
GSOS-ARC-20260812-002743-0001	2026-08-12T00:27:42+0100	GITHUB_LOCAL_METADATA	/data/data/com.termux/files/home/sos-observer/gsos/archive/sources/github/GITHUB_REPOSITORY_METADATA.txt		5661	2026-08-12 00:27:43	e0ae42f8344276700fad46de79195a32ea87ba3e74d7bd122d367cf16764a65a
CAPTURED							
GSOS-ARC-20260812-002744-0002	2026-08-12T00:27:42+0100	GITHUB_COMMIT_HISTORY	/data/data/com.termux/files/home/sos-observer/gsos/archive/sources/github/GITHUB_COMMIT_HISTORY.tsv		20453	2026-08-12 00:27:43	f26a78632a35d25d4b9af87ba4267198c9c19ee9da0ff9e5413df2fc1006b4da
CAPTURED							
